#	delta x [m]	delta y [m]	delta orientation [rad]

0.000098	0.0013418	-0.00258531
0.000066	0.0013586	-0.0025
0.00188885	-0.0014431	-0.0234
0.00188885	-0.0014431	-0.0234
-0.000107	0.0015301	-0.0002
-0.0001087	0.0014913	-0.0002
-0.0001159	0.0014603	0
-0.0001257	0.0014965	0
-0.0001464	0.0015446	0.0002
-0.003889	0.0058837	0.046
-0.0000918	0.0014949	-0.0001
0.0035259	-0.0025274	-0.0426
-0.000173	0.0016202	0.0017
-0.000205	0.0016106	0.0019
-0.0002177	0.0015838	0.002
-0.000106	0.000771	0.001
-0.000106	0.000771	0.001
-0.0001969	0.0015256	0.0019
0.000176	0.001085	-0.0028
-0.0001346	0.001404	-0.0003
-0.0001805	0.0014247	-0.0004
-0.0001829	0.0014302	-0.0006
-0.0001576	0.0014068	-0.0005
-0.0001089	0.0014087	-0.0007
-0.0000903	0.001452	-0.0005
-0.0001272	0.0015292	-0.0001
-0.0001225	0.0016099	0.0005
-0.0000974	0.0016633	0.0009
-0.00004865	0.0008377	0.00065
-0.00004865	0.0008377	0.00065
-0.000106	0.0017	0.0015
-0.0001325	0.0017352	0.0017
-0.000171	0.0017611	0.0017
-0.0002015	0.0017639	0.0018
-0.0002134	0.0017251	0.0016
-0.0002138	0.0016395	0.0016
-0.0002597	0.001539	0.0015
-0.0003281	0.0014625	0.0016
-0.0003513	0.0014276	0.0014
-0.0002966	0.0014242	0.0012
-0.0002197	0.0014421	0.0011
-0.00007795	0.00073885	0.00035
-0.00007795	0.00073885	0.00035
-0.0001072	0.0015271	0.0005
-0.000044	0.0015581	0
0.0000226	0.0015559	-0.0003
0.0000769	0.0015354	-0.0007
0.000135	0.0015064	-0.001
0.0001434	0.0015001	-0.0012
0.0001399	0.0014796	-0.0015
0.0001094	0.0014468	-0.0016
0.0001091	0.001424	-0.0018
0.000135	0.0013881	-0.0019
0.0001302	0.0013197	-0.0019
0.0001178	0.001298	-0.0019
0.00005405	0.00067035	-0.001
0.00005405	0.00067035	-0.001
0.0001002	0.0013944	-0.0018
0.0000904	0.0014661	-0.0016
0.0000589	0.0015434	-0.0013
-0.0000007	0.0015754	-0.0008
-0.0000578	0.0015961	-0.0007
-0.0001252	0.0016179	-0.0004
-0.0001702	0.001638	-0.0002
-0.0001938	0.0016728	-0.0001
-0.0002059	0.0016816	0.0002
-0.0002487	0.0016485	0.0004
-0.00013975	0.00080125	0.0003
-0.00013975	0.00080125	0.0003
-0.000289	0.0015783	0.0008
-0.0002667	0.0015391	0.0011
-0.0002274	0.0015112	0.0013
-0.0002009	0.0015233	0.0016
-0.0001841	0.0015864	0.0018
-0.0001754	0.0016679	0.0021
-0.0001526	0.001691	0.0021
-0.0001709	0.0016578	0.0022
-0.0001689	0.0015823	0.0023
-0.0002117	0.001528	0.0022
-0.0002207	0.0015211	0.0019
-0.00010945	0.0007809	0.0008
-0.00010945	0.0007809	0.0008
-0.0002097	0.0016071	0.0013
-0.0001744	0.0016292	0.0008
-0.0001161	0.0016229	0.0002
-0.0000954	0.0016102	-0.0002
-0.0000373	0.0015655	-0.0009
0.00004	0.0015305	-0.0014
0.0001289	0.0014787	-0.0018
0.0002101	0.0013864	-0.0021
0.0002036	0.001307	-0.002
0.0002072	0.0012499	-0.002
0.0001853	0.0012279	-0.0022
0.0000855	0.00062295	-0.0011
0.0000855	0.00062295	-0.0011
0.0001532	0.0012969	-0.0022
0.0001252	0.0013657	-0.002
0.0000788	0.0014588	-0.002
0.0000158	0.0015309	-0.0017
-0.0000378	0.0015594	-0.0015
-0.0000402	0.0015392	-0.0014
-0.0000099	0.0014897	-0.0011
0.0000168	0.0014183	-0.0011
-0.000011	0.0013611	-0.0009
-0.0000409	0.0013548	-0.0005
-0.0000501	0.0013938	-0.0002
-0.000021	0.0007227	0.00015
-0.000021	0.0007227	0.00015
-0.0000485	0.0014349	0.0007
-0.0000762	0.0014261	0.0009
-0.000124	0.0014305	0.0014
-0.0001816	0.0014503	0.0017
-0.0002104	0.0015326	0.002
-0.0002276	0.0016357	0.0023
-0.0002614	0.0017177	0.0025
-0.0002731	0.0017541	0.0023
-0.0002861	0.001743	0.0022
-0.0002964	0.0017135	0.0022
-0.0002933	0.0016973	0.002
-0.0002629	0.001698	0.002
-0.00012775	0.0008387	0.0009
-0.00012775	0.0008387	0.0009
-0.0002693	0.0016454	0.0016
-0.000277	0.001647	0.0014
-0.0002602	0.0016589	0.0011
-0.0002734	0.0016632	0.001
-0.0002058	0.001633	0.0005
-0.0002255	0.0016088	0.0003
-0.0001678	0.0015681	-0.0003
-0.0000899	0.0015527	-0.0007
-0.0000185	0.0015464	-0.0011
-0.0000584	0.0015479	-0.0009
-0.00000865	0.0007471	-0.00065
-0.00000865	0.0007471	-0.00065
0.0000462	0.0014297	-0.0016
0.0001224	0.0013712	-0.0019
0.0001229	0.001394	-0.0018
0.0001245	0.0014615	-0.0018
0.0001287	0.0015272	-0.0016
0.0001176	0.0015319	-0.0014
0.0000786	0.0014565	-0.0011
0.000073	0.0013881	-0.0009
0.0001151	0.0012997	-0.0009
0.0000876	0.0012557	-0.0008
0.0000836	0.001218	-0.0008
0.00003655	0.00061585	-0.0004
0.00003655	0.00061585	-0.0004
0.0000167	0.0012537	-0.0006
-0.0000045	0.0012635	-0.0004
-0.000022	0.0013021	-0.0002
-0.0000545	0.0013629	0
-0.0000673	0.0014301	0
-0.0000546	0.0014525	0
-0.000046	0.0014478	0
-0.0000457	0.0014635	-0.0002
-0.0000502	0.0015037	-0.0002
-0.0000364	0.0015277	-0.0001
-0.0000073	0.0015136	-0.0003
0.0000101	0.0014775	-0.0005
0.00001695	0.0007366	-0.0003
0.00001695	0.0007366	-0.0003
0.0000344	0.0014928	-0.0008
-0.0000026	0.0014999	-0.0006
-0.0000462	0.0015135	-0.0003
-0.0000805	0.0014915	-0.0002
-0.0001392	0.0014357	0
-0.000176	0.001395	0.0001
-0.0001871	0.0014326	0.0001
-0.00017	0.0015302	0.0002
-0.0001321	0.0016807	0.0003
-0.0000949	0.0018193	0.0002
-0.0000829	0.0018902	0.0002
-0.0000358	0.00094975	0.0001
-0.0000358	0.00094975	0.0001
-0.0000474	0.0018673	0.0003
-0.0000332	0.0018232	0.0002
-0.0000332	0.0017596	0.0003
-0.0000552	0.0017155	0.0003
-0.0000841	0.0016904	0.0004
-0.0001215	0.0016495	0.0006
-0.0001725	0.0016176	0.0009
-0.0002421	0.0016052	0.0011
-0.0002511	0.0015811	0.001
-0.0002279	0.0015399	0.0008
-0.0001588	0.0015202	0.0003
-0.0000759	0.00076195	0.00015
-0.0000759	0.00076195	0.00015
-0.0001576	0.0015404	0.0002
-0.0000824	0.0015364	-0.0003
-0.0000832	0.0015413	-0.0003
-0.0001181	0.0015454	-0.0002
-0.000143	0.0015881	-0.0001
-0.000068	0.0016372	-0.0004
-0.0000789	0.0016853	-0.0002
-0.0000332	0.0016379	-0.0004
-0.0000484	0.0015532	-0.0003
-0.0000374	0.0014759	-0.0003
0.0000405	0.0013306	-0.0005
0.00000605	0.00061175	-0.0002
0.00000605	0.00061175	-0.0002
-0.0000037	0.0011917	-0.0004
0.0000605	0.0012013	-0.0006
0.0000248	0.0012868	-0.0007
-0.000011	0.0013607	-0.0005
-0.00002	0.0014616	-0.0007
0.0000127	0.0015225	-0.0008
0.0000886	0.0015127	-0.0011
0.000123	0.0014756	-0.0014
0.0001371	0.0014329	-0.0014
0.0001508	0.0013973	-0.0015
0.0000983	0.00068625	-0.00075
0.0000983	0.00068625	-0.00075
0.0002255	0.0013341	-0.0017
0.0002296	0.0012818	-0.0018
0.000218	0.0012483	-0.002
0.0002129	0.0012574	-0.0022
0.0001882	0.0012701	-0.0021
0.0001658	0.0013432	-0.002
0.0001138	0.0014433	-0.0017
0.0000445	0.0015295	-0.0013
-0.0000082	0.0015787	-0.0011
-0.0000686	0.0015855	-0.0005
-0.0001094	0.0015859	-0.0002
-0.0000696	0.0008066	0.00005
-0.0000696	0.0008066	0.00005
-0.0001688	0.0016473	0.0003
-0.0002074	0.0016885	0.0005
-0.0002332	0.0016957	0.0008
-0.0002475	0.0016829	0.0009
-0.000279	0.0016178	0.0013
-0.0003386	0.0015686	0.0017
-0.0003882	0.0015608	0.0021
-0.0004026	0.0015618	0.0025
-0.000394	0.0015889	0.0025
-0.000414	0.0016247	0.0029
-0.0004348	0.001674	0.0029
-0.000452	0.0016878	0.003
-0.0002178	0.0008315	0.00145
-0.0002178	0.0008315	0.00145
-0.0004191	0.001602	0.0028
-0.0004184	0.0015494	0.0031
-0.0004136	0.0015538	0.003
-0.0004099	0.001625	0.003
-0.0003519	0.0017	0.0026
-0.0003575	0.0017605	0.0023
-0.00027	0.0017697	0.0018
-0.0002233	0.001792	0.0012
-0.0001645	0.0018166	0.0006
-0.0000885	0.001853	-0.0002
-0.0000627	0.0018406	-0.0002
-0.000018	0.0008826	-0.0002
-0.000018	0.0008826	-0.0002
-0.000034	0.0016542	-0.0004
-0.0000792	0.0015396	0
-0.0000953	0.0014621	0.0001
-0.0000149	0.0013752	-0.0002
-0.000069	0.0013491	0
-0.0001038	0.0013483	0.0003
-0.000111	0.0013972	0
-0.0001222	0.0014491	-0.0001
-0.000108	0.0014941	-0.0005
-0.0001278	0.0015036	-0.0005
-0.0000734	0.0015197	-0.0009
-0.0000049	0.00076345	-0.0007
-0.0000049	0.00076345	-0.0007
-0.0000156	0.001518	-0.001
0.0000144	0.0015608	-0.0012
0.0000314	0.0016149	-0.0008
0.0000323	0.001638	-0.0007
-0.0000542	0.0015625	0.0003
-0.0001002	0.0014697	0.0009
-0.0001137	0.0014299	0.0011
-0.0001588	0.0014235	0.0018
-0.0001491	0.0015145	0.0015
-0.0001778	0.0016	0.0015
-0.0000916	0.0008305	0.0006
-0.0000916	0.0008305	0.0006
-0.0001928	0.0016664	0.0008
-0.0001891	0.0016425	0.0005
-0.0002011	0.0016209	0
-0.000162	0.0015998	-0.0004
-0.0000548	0.001555	-0.0009
0.0000119	0.0014449	-0.001
0.0000855	0.0013195	-0.0011
0.0001727	0.0012077	-0.0011
0.0002515	0.0011053	-0.001
0.0003415	0.0010177	-0.0011
0.0003841	0.0009785	-0.0011
0.0003816	0.0010337	-0.0012
0.0003438	0.0011678	-0.0014
0.00013485	0.00065695	-0.00085
0.00013485	0.00065695	-0.00085
0.0001813	0.0014272	-0.0024
0.0000861	0.0014763	-0.0029
0.0000179	0.0014646	-0.0038
-0.0000239	0.0014422	-0.0044
-0.0000289	0.0014665	-0.0049
-0.0000201	0.001505	-0.0053
-0.0000192	0.00153	-0.0055
0.0000258	0.0015487	-0.0058
0.0000624	0.0015246	-0.0061
0.000078	0.0015038	-0.0062
0.00004695	0.000733	-0.00325
0.00004695	0.000733	-0.00325
0.0001235	0.0013974	-0.0067
0.0001178	0.0012905	-0.0067
0.0000839	0.0011652	-0.0065
0.0000418	0.0011044	-0.0062
0.0000197	0.001129	-0.0059
-0.0000326	0.0012024	-0.0057
-0.0000484	0.0012717	-0.0056
-0.0000868	0.0013115	-0.0052
-0.0000258	0.0013681	-0.0052
-0.0000029	0.0014085	-0.0047
0.0000302	0.0014309	-0.0045
0.00001305	0.00071455	-0.002
0.00001305	0.00071455	-0.002
-0.0000018	0.0013437	-0.0038
0.0000012	0.0012404	-0.0037
-0.0000252	0.0011646	-0.0036
-0.0000501	0.0011326	-0.0036
-0.0000982	0.0011413	-0.0038
-0.0001501	0.0011338	-0.0042
-0.0001831	0.0011209	-0.0046
-0.0001492	0.0011341	-0.0051
-0.0000843	0.0011772	-0.0055
-0.0000009	0.0012595	-0.006
0.0000649	0.0013449	-0.0065
0.00007735	0.00069545	-0.00355
0.00007735	0.00069545	-0.00355
0.0002878	0.0014	-0.0075
0.0004063	0.0013847	-0.008
0.0005144	0.001369	-0.0083
0.0005735	0.0013214	-0.0085
0.0005921	0.0012404	-0.0085
0.0006175	0.0011454	-0.0084
0.000631	0.00108	-0.0083
0.0006398	0.0010583	-0.008
0.000637	0.0010547	-0.0078
0.0006139	0.0010515	-0.0077
0.00029075	0.0005422	-0.0037
0.00029075	0.0005422	-0.0037
0.000547	0.0011381	-0.0072
0.0005295	0.001217	-0.0069
0.0004814	0.0012866	-0.0066
0.0003776	0.0013065	-0.0061
0.0002763	0.0013292	-0.0057
0.0001882	0.0013762	-0.0051
0.000134	0.0014397	-0.0046
0.0001002	0.0015101	-0.004
0.0000632	0.0015531	-0.0035
0.000026	0.0015418	-0.0029
-0.0000153	0.0014928	-0.0025
0.0000222	0.0014624	-0.0026
0.00004015	0.0007252	-0.0014
0.00004015	0.0007252	-0.0014
0.0001275	0.0014294	-0.003
0.000144	0.0013747	-0.0032
0.0001767	0.0013362	-0.0032
0.0002408	0.0013103	-0.0039
0.0003206	0.0012883	-0.0046
0.0004093	0.0012681	-0.0053
0.0005016	0.0012186	-0.0059
0.0005518	0.0011194	-0.0064
0.0005398	0.0010498	-0.0063
0.0005004	0.0010222	-0.006
0.0002221	0.00051585	-0.0028
0.0002221	0.00051585	-0.0028
0.0004197	0.0010766	-0.0054
0.0004531	0.0011289	-0.0055
0.0004611	0.0011581	-0.0054
0.0005156	0.0011971	-0.0056
0.0005864	0.0012614	-0.0058
0.0006798	0.0013036	-0.0063
0.000746	0.0013023	-0.0067
0.0007571	0.0012627	-0.0071
0.0007051	0.0012414	-0.0073
0.0006389	0.0012412	-0.0076
0.0005668	0.0012532	-0.0078
0.0005457	0.0012205	-0.0082
0.00024045	0.00060935	-0.0038
0.00024045	0.00060935	-0.0038
0.0004767	0.0012404	-0.0069
0.0005018	0.0012944	-0.0059
0.0006557	0.0013165	-0.0057
0.0007291	0.0013869	-0.0046
0.0007605	0.0014182	-0.0033
0.0007771	0.0014047	-0.0024
0.0007487	0.0013814	-0.0015
0.0007009	0.0013693	-0.0007
0.0007165	0.0013609	-0.0007
0.0007405	0.0013793	-0.0007
0.0007451	0.0014027	-0.0008
0.0003599	0.000711	-0.00025
0.0003599	0.000711	-0.00025
0.0007008	0.0014093	-0.0001
0.0006647	0.0013882	0.0003
0.0006628	0.0013759	0.0003
0.0006473	0.0013649	0.0004
0.0006613	0.0013462	0.0001
0.0006196	0.0013236	0.0002
0.000576	0.0013304	0.0005
0.0006132	0.0013415	0.0004
0.0006442	0.0013463	0.0003
0.0006542	0.0013591	0.0003
0.0003109	0.00070055	0.0003
0.0003109	0.00070055	0.0003
0.0005907	0.0014281	0.0009
0.0005739	0.001453	0.0012
0.0005922	0.0014505	0.0011
0.0006142	0.001449	0.001
0.0006088	0.0014403	0.0012
0.0005813	0.00139	0.0015
0.000533	0.0013425	0.0018
0.0005264	0.0012833	0.0015
0.000495	0.0012298	0.0013
0.0005162	0.0012252	0.001
0.0005588	0.0012575	0.0008
0.0005977	0.0013287	0.0005
0.0003183	0.0007031	0.00015
0.0003183	0.0007031	0.00015
0.000662	0.0014362	0
0.00067	0.0014377	-0.0002
0.0006279	0.0014696	0.0001
0.000667	0.0014862	-0.0001
0.0006743	0.0014854	-0.0003
0.0006749	0.0014443	-0.0002
0.0007031	0.0013704	-0.0006
0.0007377	0.0012895	-0.0006
0.0007587	0.0012163	-0.001
0.0008039	0.0011928	-0.0015
0.000388	0.00062545	-0.00055
0.000388	0.00062545	-0.00055
0.000743	0.0013208	-0.0005
0.0007498	0.0013551	-0.0005
0.000777	0.0013575	-0.0007
0.0007633	0.0013446	-0.0009
0.0006237	0.0013582	-0.0002
0.0006232	0.0013438	-0.0004
0.000613	0.00136	-0.0005
0.0006268	0.0013995	-0.0003
0.0006873	0.001434	-0.0006
0.0007446	0.0014636	-0.0008
0.0007786	0.001456	-0.0008
0.0006955	0.0014531	0.0001
0.00029275	0.00072265	0.00055
0.00029275	0.00072265	0.00055
0.0005649	0.0014072	0.0011
0.0005649	0.0013899	0.001
0.0005916	0.0013675	0.0005
0.0006014	0.0013526	0.0005
0.000609	0.0013354	0.0005
0.0005946	0.0012832	0.0006
0.0005741	0.0012124	0.0005
0.0005516	0.0011783	0.0002
0.0005679	0.0011834	-0.0001
0.0005947	0.0012426	-0.0002
0.0006292	0.0013148	-0.0002
0.0003398	0.00069405	-0.0002
0.0003398	0.00069405	-0.0002
0.0007255	0.0014783	-0.0005
0.0007656	0.0015277	-0.0007
0.00068	0.0015664	0.0002
0.0007005	0.0015466	-0.0001
0.0006921	0.0015261	0
0.000708	0.0014793	-0.0002
0.0006892	0.0014153	-0.0004
0.0006837	0.0013453	-0.0005
0.0006608	0.0012728	-0.0004
0.0006347	0.0011996	-0.0004
0.0006726	0.0011853	-0.0007
0.00037135	0.00062285	-0.0006
0.00037135	0.00062285	-0.0006
0.0008118	0.0013168	-0.0015
0.0007798	0.0013972	-0.001
0.0007804	0.0014283	-0.0008
0.0007378	0.0014521	-0.0004
0.0006671	0.0014851	0.0002
0.000631	0.0014832	0.0006
0.0006075	0.0014547	0.0007
0.000517	0.0014431	0.0015
0.0005578	0.0013931	0.0012
0.0005505	0.0013662	0.0014
0.0002553	0.00066795	0.00085
0.0002553	0.00066795	0.00085
0.0004961	0.0012818	0.0016
0.0005217	0.0012288	0.0013
0.000561	0.0011663	0.0009
0.0005426	0.00115	0.0009
0.0005191	0.0012036	0.0009
0.0005018	0.0012868	0.0011
0.0005017	0.0013752	0.0012
0.0005663	0.0014277	0.0009
0.0005289	0.0014698	0.0013
0.0005251	0.0014883	0.0012
0.0004834	0.0015363	0.0014
0.0004959	0.0015834	0.0015
0.0005471	0.0015905	0.0014
0.00030105	0.00077335	0.00055
0.00030105	0.00077335	0.00055
0.0006002	0.0014649	0.0011
0.0006138	0.0013595	0.0007
0.0005947	0.0012996	0.0005
0.000628	0.0012599	0.0002
0.0006847	0.0012512	-0.0003
0.000753	0.0012502	-0.0008
0.0007817	0.0012705	-0.0011
0.0007929	0.0012759	-0.0014
0.0007632	0.0012737	-0.0015
0.0007234	0.0012566	-0.0013
0.0003595	0.0006184	-0.00075
0.0003595	0.0006184	-0.00075
0.0007574	0.0012435	-0.0017
0.0007988	0.0012952	-0.0021
0.0007756	0.0014009	-0.0019
0.0008319	0.0014694	-0.0021
0.0008431	0.0015086	-0.0017
0.0009103	0.0015118	-0.002
0.0008808	0.00153	-0.0012
0.0008149	0.0015244	-0.0007
0.0007595	0.0014692	-0.0005
0.0007214	0.0014055	-0.0001
0.0007287	0.00134	0
0.00035865	0.00063455	0
0.00035865	0.00063455	0
0.0007067	0.0012201	-0.0002
0.0005774	0.0012394	0.0006
0.0004994	0.0012586	0.0008
0.0005377	0.0013026	0.0006
0.0005907	0.0013516	0.0002
0.0006079	0.0014113	0.0003
0.0005898	0.0014629	0.0004
0.0005595	0.0014728	0.0009
0.0005283	0.0014692	0.0013
0.0005049	0.001474	0.0018
0.0005472	0.0014776	0.0018
0.00030215	0.00073915	0.0007
0.00030215	0.00073915	0.0007
0.0006355	0.0014449	0.0009
0.0006233	0.0013987	0.001
0.0005962	0.0013549	0.0013
0.0005801	0.0012738	0.0012
0.0005562	0.0012118	0.0008
0.0005427	0.0012033	0.0005
0.0005485	0.0012232	0.0001
0.0005788	0.0012678	-0.0003
0.0006523	0.0013428	-0.0006
0.0007262	0.0013872	-0.0009
0.00037815	0.00069765	-0.00055
0.00037815	0.00069765	-0.00055
0.0006895	0.0014208	-0.0006
0.0006479	0.0014175	-0.0004
0.0006512	0.0014221	0
0.000675	0.0014417	0.0003
0.0007139	0.0014343	0.0002
0.0007196	0.001416	0
0.0007332	0.0013837	-0.0003
0.0007431	0.0013388	-0.0004
0.0007565	0.0013182	-0.0005
0.0007935	0.0013164	-0.0008
0.0008392	0.0013196	-0.001
0.0007735	0.0013269	-0.0009
0.0007391	0.0013212	-0.0009
0.0003423	0.0006618	-0.00035
0.0003423	0.0006618	-0.00035
0.000668	0.0013243	-0.0005
0.0006915	0.0013141	-0.0005
0.0006869	0.0013421	-0.0007
0.0006939	0.0013999	-0.001
0.0006861	0.0014669	-0.0007
0.0006975	0.0015217	-0.0004
0.0007192	0.0015522	0.0001
0.0007205	0.0015363	0.0004
0.0007072	0.0014476	0.0003
0.0006598	0.0013325	0
0.0002955	0.0006252	0.0001
0.0002955	0.0006252	0.0001
0.0005941	0.0012037	0.0001
0.0005688	0.0012085	0.0003
0.0005329	0.0012207	0.0005
0.0005156	0.0012225	0.0004
0.000512	0.0012346	0.0001
0.0005475	0.0012973	0.0001
0.0004879	0.0014049	0.001
0.000487	0.0014837	0.0014
0.0005066	0.0015459	0.0016
0.0005466	0.0015603	0.0015
0.0006211	0.0015237	0.0012
0.00029155	0.0007476	0.0009
0.00029155	0.0007476	0.0009
0.0005938	0.0014321	0.0016
0.0005581	0.00138	0.0018
0.0005349	0.001327	0.0015
0.0005582	0.0012737	0.0009
0.0006096	0.0012534	0.0005
0.0006461	0.0012505	0
0.0006326	0.0012604	0
0.0006013	0.0012789	0.0001
0.0005897	0.0012693	0
0.0006289	0.0012745	-0.0004
0.0006754	0.0012954	-0.0007
0.0003438	0.0006702	-0.00035
0.0003438	0.0006702	-0.00035
0.0006854	0.0013926	-0.0005
0.0007232	0.0014068	-0.0007
0.000734	0.0013884	-0.0009
0.0007505	0.0013469	-0.001
0.0007604	0.0013223	-0.0012
0.0007762	0.0013436	-0.0014
0.0007359	0.0014181	-0.001
0.0007392	0.0014612	-0.0009
0.0007121	0.0014386	-0.0008
0.0007172	0.0013688	-0.0008
0.0006981	0.0013083	-0.0009
0.00032765	0.0006197	-0.0004
0.00032765	0.0006197	-0.0004
0.0006337	0.0011876	-0.0009
0.0006467	0.0011875	-0.0008
0.0006552	0.0012268	-0.0009
0.0007309	0.0012794	-0.0011
0.0007868	0.0013381	-0.0012
0.0008122	0.0013836	-0.0013
0.0007776	0.0014423	-0.0007
0.000716	0.0014776	0
0.0006409	0.0014763	0.0008
0.0006337	0.0014631	0.0008
0.0005856	0.0014741	0.0012
0.000542	0.001448	0.0016
0.00025645	0.00068685	0.00095
0.00025645	0.00068685	0.00095
0.0004736	0.0012743	0.002
0.0004261	0.0011798	0.0022
0.0004324	0.0011125	0.0017
0.0004623	0.0011368	0.0015
0.0005158	0.0012145	0.001
0.0005659	0.001296	0.0009
0.0006059	0.0013504	0.0007
0.0005982	0.0013941	0.0007
0.0005696	0.0014189	0.0006
0.000546	0.0014476	0.0006
0.0002787	0.0007335	0.00025
0.0002787	0.0007335	0.00025
0.0005513	0.0014849	0.0005
0.0006288	0.0014568	0.0002
0.0006992	0.0014235	-0.0001
0.0007396	0.0013766	-0.0003
0.0007634	0.00132	-0.0004
0.0008028	0.0012549	-0.0008
0.0008548	0.0012076	-0.0013
0.0008774	0.001186	-0.0016
0.0008624	0.0012027	-0.0017
0.0008122	0.0012718	-0.0014
0.0007941	0.0013307	-0.0015
0.0003831	0.0006698	-0.00075
0.0003831	0.0006698	-0.00075
0.0007255	0.0013472	-0.0014
0.0006916	0.0013562	-0.0012
0.0006858	0.0013699	-0.0011
0.0007147	0.0014114	-0.0009
0.0007361	0.0014468	-0.0006
0.0007783	0.0014251	-0.0009
0.0006891	0.0014234	-0.0001
0.0006268	0.0014155	0.0005
0.0005815	0.0014143	0.001
0.0005237	0.0014325	0.0016
0.0005691	0.0014186	0.0014
0.00030075	0.00069045	0.0005
0.00030075	0.00069045	0.0005
0.0006226	0.0013506	0.0006
0.000542	0.0013451	0.0013
0.0005024	0.0012964	0.0012
0.0004265	0.0012409	0.0015
0.0003998	0.0011933	0.001
0.0004249	0.0012005	0.0007
0.0004441	0.0012853	0.0007
0.0004961	0.0013612	0.0006
0.0005533	0.0014421	0.0005
0.0006149	0.0014864	0.0005
0.0006673	0.0014508	0.0002
0.000343	0.0007055	0.0001
0.000343	0.0007055	0.0001
0.0006877	0.0013966	0.0001
0.0006598	0.0013865	0.0005
0.0006422	0.0013608	0.0006
0.0006784	0.0012959	0.0002
0.0006799	0.0012327	0.0001
0.0006669	0.0011756	-0.0004
0.0006545	0.00115	-0.0005
0.0006342	0.0012039	-0.0005
0.0006909	0.0012856	-0.0008
0.0007897	0.0013971	-0.0011
0.0008639	0.0015075	-0.0015
0.00044305	0.00078435	-0.00085
0.00044305	0.00078435	-0.00085
0.0008747	0.0015911	-0.0019
0.000801	0.0016043	-0.0014
0.0007308	0.001598	-0.0009
0.0006348	0.0015582	-0.0006
0.0005706	0.0014839	-0.0006
0.0005716	0.0014057	-0.0011
0.0005727	0.0013039	-0.0016
0.0004698	0.0011922	-0.001
0.000458	0.0010883	-0.001
0.0004773	0.0010355	-0.001
0.0005061	0.0010374	-0.0008
0.0006037	0.0011061	-0.0011
0.00034265	0.000607	-0.0005
0.00034265	0.000607	-0.0005
0.0006466	0.0013229	0.0001
0.0006073	0.001407	0.0011
0.0006609	0.0014435	0.0013
0.0006493	0.0014722	0.002
0.0006993	0.0014943	0.002
0.0007483	0.0015223	0.0022
0.0006942	0.0015541	0.0027
0.0007344	0.0015296	0.0024
0.0007367	0.001493	0.0023
0.0007115	0.0014181	0.0021
0.0003548	0.0006584	0.00065
0.0003548	0.0006584	0.00065
0.0006986	0.0012288	0.0007
0.0007303	0.0012247	0.0002
0.0007008	0.0012982	0.0001
0.0006492	0.0013652	0.0002
0.0006363	0.0013766	-0.0001
0.0006009	0.0013959	-0.0002
0.0005982	0.0014289	-0.0004
0.0006351	0.0014633	-0.0007
0.0006973	0.0014612	-0.0011
0.0007169	0.0014465	-0.0012
0.0007275	0.0014124	-0.0013
0.00036485	0.000693	-0.0005
0.00036485	0.000693	-0.0005
0.0007828	0.001361	-0.0011
0.0008332	0.0013596	-0.0013
0.000808	0.0013809	-0.0008
0.0007416	0.0013884	-0.0002
0.0006366	0.0013654	0.0005
0.0005891	0.0013126	0.0006
0.0005762	0.0012778	0.0007
0.0006211	0.0012588	0.0002
0.000591	0.0012911	0.0006
0.000599	0.0012906	0.0004
0.0006016	0.0012958	0.0003
0.00032805	0.000661	-0.0001
0.00032805	0.000661	-0.0001
0.0007073	0.0013591	-0.0005
0.0007424	0.0013698	-0.0009
0.000704	0.0013981	-0.0004
0.0006439	0.0014296	0.0001
0.0005697	0.0014719	0.0008
0.0005661	0.0014803	0.0011
0.0005934	0.0014646	0.001
0.000609	0.0014318	0.0008
0.0005668	0.0013996	0.0009
0.0006047	0.0013475	0.0005
0.000629	0.0013298	0.0002
0.0006421	0.0013079	0.0001
0.00033225	0.0006356	-0.0002
0.00033225	0.0006356	-0.0002
0.0006964	0.0012529	-0.0009
0.0007325	0.0012593	-0.0013
0.00072	0.0013265	-0.0011
0.0007159	0.001406	-0.0008
0.0007459	0.0014152	-0.001
0.0007387	0.0014083	-0.0008
0.0007433	0.0014124	-0.0008
0.0007417	0.0014157	-0.0009
0.0006608	0.001437	-0.0001
0.0006373	0.0014418	0.0003
0.0006234	0.0014326	0.0004
0.00030555	0.0007069	0.00035
0.00030555	0.0007069	0.00035
0.0006516	0.0013819	0.0002
0.0007011	0.0013324	-0.0002
0.0007452	0.0012856	-0.0005
0.0006845	0.0012624	-0.0002
0.0006136	0.0012425	0.0001
0.0005689	0.0012561	0.0002
0.0005651	0.0013005	0
0.0005864	0.0013611	-0.0001
0.0005456	0.0014211	0.0005
0.0005861	0.0014217	0.0004
0.00027695	0.0007068	0.0003
0.00027695	0.0007068	0.0003
0.0005238	0.0014094	0.0008
0.0005669	0.0014108	0.0007
0.0006334	0.0014197	0.0004
0.0006943	0.0014025	0.0002
0.0006646	0.0014038	0.0006
0.0006366	0.001395	0.0009
0.0006232	0.0013465	0.0009
0.0005792	0.0013087	0.001
0.0005951	0.0012939	0.0006
0.0006427	0.0012892	0
0.000645	0.0013365	-0.0001
0.00034475	0.0006945	-0.0002
0.00034475	0.0006945	-0.0002
0.0007079	0.0014354	-0.0005
0.0007279	0.0014387	-0.0007
